grdc_no,lat,long,area,altitude,
4209400,65.414444,-114.00806,19300,-999,
4209401,67.228889,-115.88695,46800,-999,
4209402,67.74,-115.37,50700,-999,
4209405,67.214447,-116.60889,217,-999,
4209410,67.214165,-116.57584,2790,-999,
4209500,67.635002,-111.9025,5960,50,
4209550,66.73333,-108.80222,16800,-999,
4209580,66.809998,-107.10111,1530,-999,
4209600,67.708336,-104.14027,16900,-999,
4209805,66.086113,-96.511108,93900,-999,
4209806,65.1872,-106.0858,19600,-999,
4209810,65.010559,-104.49056,14500,-999,
4209850,67.525002,-94.058334,18100,-999,
4210450,72.48,-123.4,3640,-999,
4210650,69.131111,-104.99056,1490,-999,
4211310,74.84,-95.05,448,-999,
4211315,74.69,-94.7,86.8,-999,
4211750,80.6,-79.41,32.5,-999,
4212350,72.99,-84.98,139,-999,
4212700,63.760555,-68.583885,2980,-999,
4212710,66.06,-65.68,95.5,-999,
4212720,67.56,-63.98,27.3,-999,
4213010,49.3522,-113.4803,657,-999,
4213011,49.0994,-113.6961,319,-999,
4213020,51.4156,-111.4947,1550,-999,
4213021,50.855,-111.5906,3720,-999,
4213025,56.5194,-94.2056,3290,-999,
4213030,52.001667,-116.46944,1920,1362,
4213031,53.5375,-113.4844,28000,-999,
4213032,52.31,-116.3225,3890,-999,
4213033,52.3808,-114.9392,11000,-999,
4213040,51.428333,-116.1875,422,1534,
4213041,51.05,-114.05,7860,-999,
4213042,50.75,-112.5389,20300,-999,
4213043,51.0994,-114.2253,7770,-999,
4213044,50.8239,-113.4419,15700,-999,
4213045,51.174999,-115.56944,2210,-999,
4213046,51.1194,-115.0333,5170,-999,
4213047,50.0464,-111.5911,25300,-999,
4213050,52.272221,-114.93056,859,988,
4213051,52.2528,-115.2917,208,-999,
4213055,50.1275,-113.1172,2780,-999,
4213056,50.1344,-112.6706,5370,-999,
4213057,49.9,-112.5056,5920,-999,
4213060,52.252499,-114.85389,2230,991,
4213070,50.948055,-114.56944,790,1295,
4213071,51.0153,-114.0925,1230,-999,
4213075,51,-114.1,1220,-999,
4213080,50.284443,-114.59028,166,1667,
4213090,50.196388,-114.21278,163,1295,
4213091,49.7939,-113.5369,2290,-999,
4213095,49.488335,-114.14445,823,-999,
4213100,49.813889,-114.18333,1450,1262,
4213101,49.5575,-113.8222,4400,-999,
4213102,49.7083,-112.875,17000,-999,
4213103,49.9189,-111.8,27500,-999,
4213105,49.113888,-113.83889,614,-999,
4213110,49.003334,-113.31333,1210,1259,
4213111,49.5733,-112.8439,3530,-999,
4213120,49.200001,-113.29583,308,1128,
4213130,50.4056,-114.4972,774,-999,
4213131,50.5856,-113.8686,1980,-999,
4213132,50.6994,-113.8564,2340,-999,
4213134,50.7833,-113.8203,3990,-999,
4213140,50.4,-105.3972,3470,-999,
4213141,49.2328,-102.2281,6050,-999,
4213150,52.027779,-114.13889,2560,911,
4213160,52.353889,-113.79305,1790,850,
4213170,53.654999,-113.76167,1910,656,
4213171,50.1722,-91.5417,450,-999,
4213172,50.3556,-94.4583,1530,-999,
4213173,53.7872,-113.2231,3350,-999,
4213180,52.662224,-113.58222,1840,800,
4213181,52.7353,-108.3358,29700,-999,
4213182,52.5239,-112.3403,7680,-999,
4213183,52.8564,-110.0183,24800,-999,
4213184,52.94,-112.96,5006.3,-999,
4213190,49.2639,-99.4622,549,-999,
4213191,49.2194,-99.0278,4510,-999,
4213192,49.2306,-98.6889,5330,-999,
4213193,49.0314,-98.2778,7510,-999,
4213200,50.7056,-104.7972,10400,-999,
4213201,50.7864,-104.2892,36500,-999,
4213202,50.4911,-101.5578,50900,-999,
4213203,50.65,-104.86,17500,-999,
4213205,50.63,-104.9,3850,-999,
4213207,50.64,-102.91,44100,-999,
4213209,53.41,-103.14,9250,-999,
4213210,48.6083,-93.4,38600,-999,
4213211,48.6344,-93.9131,50200,-999,
4213220,51.5478,-110.9197,2280,-999,
4213221,51.5653,-110.4736,3000,-999,
4213230,53.4911,-112.0383,1630,-999,
4213231,51.1833,-100.0125,674,-999,
4213232,53.4911,-110.3975,7270,-999,
4213240,50.1342,-98.5833,6390,-999,
4213241,50.1875,-99.1028,1850,-999,
4213243,49.96,-98.38,161000,-999,
4213245,51.58,-98.71,79800,-999,
4213250,50.043056,-110.67778,56500,660,
4213255,50.02,-110.68,3275.6,-999,
4213260,51.3806,-102.5031,2320,-999,
4213265,52.2583,-101.1375,2110,-999,
4213270,50.6614,-108.3806,244,-999,
4213275,49.0594,-101.0489,3210,-999,
4213280,53.67,-110.33,55200,510,
4213290,52.94,-109.87,25900,-999,
4213300,53.516666,-109.61112,57000,510,
4213310,53.8861,-110.9194,364,-999,
4213315,52.6642,-115.075,1350,-999,
4213320,52.755001,-108.78111,404,579,
4213325,49.8986,-109.1056,253,-999,
4213330,51.8003,-114.6531,252,-999,
4213335,51.7461,-103.8742,692,-999,
4213340,49.844166,-108.47945,1430,864,
4213341,50.4939,-107.6586,3730,-999,
4213345,53.4139,-113.5156,643,-999,
4213350,49.708889,-108.12528,453,854,
4213353,49.91,-107.18,3540,-999,
4213355,51.7033,-96.6044,9090,-999,
4213360,50.253334,-107.46833,323,739,
4213365,49.9608,-109.9886,319,-999,
4213370,49.437222,-106.83472,257,746,
4213373,49.66,-106.69,4730,-999,
4213375,52.9125,-115.3639,5660,-999,
4213377,50.34,-105.53,5250,-999,
4213380,51.357777,-106.87083,168,571,
4213385,51.5625,-106.5008,900,-999,
4213390,52.7611,-116.3556,218,-999,
4213395,53.0072,-110.8658,714,-999,
4213400,52.140278,-106.64333,141000,480,
4213401,52.9236,-105.8056,148000,-999,
4213410,55.7444,-97.8917,18500,-999,
4213415,50.8722,-93.4833,4920,-999,
4213420,51.300556,-105.38111,572,499,
4213425,50.5297,-102.7103,1100,-999,
4213430,49.7411,-99.3306,403,-999,
4213435,51.3556,-97.5139,1720,-999,
4213440,53.202778,-105.76833,131000,410,
4213450,51.5044,-106.8217,38.6,-999,
4213455,52.7078,-111.31,3500,-999,
4213460,53.39389,-105.61083,903,466,
4213465,52.0569,-104.4989,588,-999,
4213470,49.3861,-103.7117,211,-999,
4213480,51.470001,-112.97694,-999,-999,
4213485,49.6792,-97.4294,1820,-999,
4213495,49.1042,-103.0133,4840,-999,
4213500,51.65,-103.6,631,556,
4213510,53.613335,-102.10389,12600,260,
4213511,53.1364,-104.0208,4400,-999,
4213512,52.9486,-105.005,1170,-999,
4213520,52.833057,-102.39555,507,365,
4213530,51.997776,-102.07389,1920,419,
4213531,52.1964,-101.0603,4230,-999,
4213540,50.961113,-101.31805,2000,436,
4213550,53.841667,-101.18611,347000,260,
4213551,53.1639,-99.3489,364000,-999,
4213552,53.7028,-103.2972,289000,-999,
4213555,50.02,-100.2,3888,-999,
4213557,50.3578,-99.9,2630,-999,
4213560,52.879166,-101.04305,14300,255,
4213561,51.659443,-115.40972,-999,-999,
4213562,51.4672,-112.7106,24800,-999,
4213563,52.2767,-113.8158,11600,-999,
4213564,51.6461,-115.0181,2250,-999,
4213565,50.275,-101.0153,394,-999,
4213566,52.86,-102.1942,11000,-999,
4213567,52.6544,-103.5156,2300,-999,
4213569,50.9,-110.29,47849.5,-999,
4213570,49.872223,-100.10278,85700,350,
4213571,51.5647,-101.9161,13000,-999,
4213572,51.9397,-102.5469,1930,-999,
4213573,49.6983,-98.8989,160000,-999,
4213574,50.1108,-101.0356,84700,-999,
4213575,49.9358,-98.28,161000,-999,
4213576,50.8097,-101.4361,19300,-999,
4213577,50.76,-101.43,19400,-999,
4213580,50.52,-99.940834,759,610,
4213590,49.601387,-99.681946,60300,360,
4213591,49.6194,-100.25,58700,-999,
4213592,49.4936,-103.6622,3950,-999,
4213593,48.99,-101.9578,23100,-999,
4213594,48.9964,-100.9581,43700,-999,
4213595,49.26,-100.97,49900,-999,
4213596,49.59,-100.94,4240,-999,
4213600,54.788887,-99.969444,3290,270,
4213601,55.7431,-97,15400,-999,
4213603,51.852779,-99.547226,55100,-999,
4213605,49.104443,-99.322777,1520,451,
4213610,49.900002,-99.208336,293,358,
4213620,48.93,-98.95,184,470,
4213630,49.9389,-110.0472,436,-999,
4213635,51.8144,-104.2031,121,-999,
4213640,51.8844,-116.6881,249,-999,
4213645,51.9694,-110.575,1440,-999,
4213650,49.869167,-97.402779,153000,230,
4213660,53.5411,-109.5272,875,-999,
4213665,53.9342,-110.7767,36.5,-999,
4213670,50.2556,-113.5542,838,-999,
4213675,51.45,-99.9667,8700,-999,
4213680,49.008335,-97.211113,104000,230,
4213681,50.1078,-96.9317,278000,-999,
4213682,49.7861,-97.1369,122000,-999,
4213683,49.5536,-97.1847,115000,-999,
4213684,50.14,-96.86,287000,-999,
4213690,49.18861,-96.996109,5150,242,
4213700,55.488888,-98.186111,883,229,
4213710,54.775002,-97.930557,1000000,190,
4213711,56.3975,-94.3694,1060000,-999,
4213712,56.3803,-94.6339,1060000,-999,
4213715,56.3444,-94.6833,1090,-999,
4213720,56.038887,-96.525002,1010000,-999,
4213730,53.78611,-97.672226,4400,219,
4213740,52.777779,-96.752777,6790,236,
4213745,51.8,-93.52,5730,-999,
4213750,50.861668,-96.252777,712,236,
4213760,52.8683,-113.9575,91.7,-999,
4213765,52.8203,-115.5194,875,-999,
4213770,50.090279,-96.429443,1580,230,
4213780,49.938889,-95.955559,3700,271,
4213790,49.209721,-96.283333,414,319,
4213795,48.99,-95.66,455,-999,
4213800,50.224998,-95.570831,126000,280,
4213801,50.3981,-95.9972,134000,-999,
4213802,50.5675,-96.1775,136000,-999,
4213803,50.1167,-94.8708,-999,-999,
4213804,49.7833,-94.5139,70400,-999,
4213810,55.9958,-97.3564,6130,-999,
4213815,53.1542,-101.1083,3350,-999,
4213820,51.4339,-116.1722,306,-999,
4213825,53.5994,-113.1636,106,-999,
4213830,49.5644,-112.8278,772,-999,
4213835,52.3653,-115.4258,1860,-999,
4213840,57.025833,-93.448334,2280,27,
4213845,56.67,-93.64,1560,-999,
4213850,50.508335,-93.258331,1690,366,
4213860,53.8969,-112.9961,1550,-999,
4213865,51.7169,-113.3631,57.2,-999,
4213870,52.755,-110.4833,2810,-999,
4213875,52.93,-115.01,551,-999,
4213880,48.849998,-92.724998,4870,363,
4213885,48.08,-91.65,4510,-999,
4213890,48.383335,-92.17778,13400,-999,
4213900,51.2933,-113.0106,3580,-999,
4213905,48.7444,-92.2847,5880,-999,
4213910,49.875,-91.458336,6230,398,
4213911,50.6333,-93.2083,26400,-999,
4213920,51.8,-116.5831,20.7,-999,
4213925,51.1597,-115.5544,749,-999,
4213930,53.3114,-114.0506,584,-999,
4213935,53.5875,-104.1611,4650,-999,
4213940,49.9764,-113.6853,440,-999,
4213945,50.9083,-93.1,2370,-999,
4213950,51.2792,-100.0108,2880,-999,
4213955,49.8292,-92.8708,2300,-999,
4213956,49.9556,-93.3972,6370,-999,
4213960,54.1231,-112.7828,312,-999,
4213970,52.9578,-113.2792,235,-999,
4213975,51.6364,-102.3697,8740,-999,
4214005,65.93,-91.06,-999,-999,
4214010,64.2636,-99.5936,67300,-999,
4214020,63.591389,-105.15361,5810,1010,
4214025,56.431946,-92.788612,103000,-999,
4214030,56.45,-74.23,8390,-999,
4214035,57.67,-69.62,42700,27,
4214036,57.2583,-71.0797,8830,-999,
4214040,57.43,-69.25,86800,67,
4214050,64.530281,-101.36222,65300,80,
4214051,64.77861,-97.053612,152000,-999,
4214060,64.4,-96.41,154000,-999,
4214070,60.785831,-98.776947,27000,-999,
4214075,62.4717,-95.0528,12400,-999,
4214080,53.091667,-85.008331,36000,-999,
4214090,63.6525,-95.851944,72300,80,
4214091,61.2536,-100.9739,21400,-999,
4214100,64.314163,-93.909721,30100,-999,
4214105,58.891666,-96.275276,48100,-999,
4214106,58.1431,-98.2278,13000,-999,
4214107,58.8444,-98.2889,18400,-999,
4214200,54.707779,-111.00056,725,552,
4214210,54.354168,-110.21667,14500,-999,
4214220,54.13,-108.39,3340,-999,
4214250,56.05,-101.85,1420,283,
4214260,56.150002,-100.45834,228000,270,
4214261,57.25,-96.7972,271000,-999,
4214262,56.4936,-100.0486,244000,-999,
4214263,55.5233,-102.3183,212000,-999,
4214264,55.6464,-104.7347,119000,-999,
4214265,55.925,-107.7278,78700,-999,
4214270,58.120834,-94.625,287000,-999,
4214271,55.35,-104.5,15522,-999,
4214275,56.9367,-95.7631,5810,-999,
4214280,57.6528,-95.6639,4250,-999,
4214281,58,-101.39,28400,-999,
4214285,56.1931,-103.1594,63300,-999,
4214286,57.5889,-104.2028,7730,-999,
4214287,57.0889,-103.7111,10200,-999,
4214290,56.2444,-106.5611,3680,-999,
4214295,55.7097,-109.3856,2330,-999,
4214297,55.4081,-108.0403,4730,-999,
4214298,54.9303,-107.7436,2960,-999,
4214300,54.8192,-107.8106,45000,-999,
4214301,54.2964,-108.6044,20500,-999,
4214305,54.4672,-111.1856,4910,-999,
4214310,54.856388,-95.120003,8880,183,
4214311,54.94,-95.24,9010,-999,
4214320,58.015,-94.1956,1880,-999,
4214330,54.059444,-94.659447,14000,231,
4214350,55.02639,-93.836113,25900,-999,
4214351,55.85,-92.0986,65500,-999,
4214360,53.35,-91.79,10800,-999,
4214380,52.655556,-92.537498,619,305,
4214390,53.490833,-91.515274,36500,250,
4214400,51.166668,-91.597221,5390,380,
4214410,49.623611,-90.571945,1170,480,
4214420,52.580555,-90.188889,5960,275,
4214430,52.308334,-88.754166,4900,275,
4214440,55.375,-88.324997,94300,50,
4214450,54.516666,-87.23333,50000,100,
4214460,53.8,-84.92,10400,-999,
4214470,53.7167,-87.9444,7950,-999,
4214475,54.2833,-85.65,4710,-999,
4214480,52.087502,-87.078331,24200,240,
4214490,51.82,-89.6,9010,-999,
4214500,49.778889,-84.529999,2410,-999,
4214505,49.7667,-85.2333,2020,-999,
4214507,50.8667,-88.9306,11200,-999,
4214510,49.74,-84.1,3780,-999,
4214513,48.4,-81.44,5565.7,-999,
4214515,49.8819,-81.5667,22900,-999,
4214517,49.31,-82.04,12402.7,-999,
4214519,49.41,-82.43,6759.3,-999,
4214520,51.330555,-83.83889,118000,67,
4214530,49.616665,-83.263336,8940,220,
4214531,50.5833,-82.1167,22900,-999,
4214540,51.64,-86.39,32400,-999,
4214550,50.813889,-81.294444,61100,29,
4214551,50.743332,-81.458336,60100,-999,
4214555,50.6,-81.41,27500,-999,
4214560,51.083332,-80.76667,6680,15,
4214565,51.15,-80.8667,4250,-999,
4214570,50.42,-84.38,26200,-999,
4214580,50.66,-86.53,5304.3,-999,
4214590,51.85,-82.97,-999,-999,
4214610,48.600555,-78.109444,3680,305,
4214620,48.35,-77.27,2010,-999,
4214621,49.7531,-77.6144,22200,-999,
4214650,50.13,-77.42,57500,243,
4214655,49.8575,-77.1872,31900,-999,
4214670,50.7458,-76.3878,9820,-999,
4214680,51.448612,-76.866386,40900,211,
4214690,51.5336,-78.0969,6090,-999,
4214700,52.25,-78.07,44300,35,
4214701,52.1711,-74.5922,21400,-999,
4214750,53.63,-74.53,37000,236,
4214760,53.1675,-74.4731,13200,-999,
4214770,53.73,-78.57,96300,7,
4214775,54.24,-76.16,9320,-999,
4214800,55.28,-77.58,42200,18,
4214801,55.2375,-76.9839,36300,-999,
4214810,55.008335,-77.063889,4660,152,
4214820,55.6842,-74.34,10400,-999,
4214830,54.849167,-73.983612,21000,-999,
4214900,57.883335,-67.583336,29800,26,
4214905,56.7931,-65.7583,24200,-999,
4214910,58.5,-77.95,1200,30,
4214920,57.910557,-66.37278,3680,137,
4214930,59.98,-71.9,26900,30,
4214940,58.6403,-70.4206,41700,4,
4214943,58.28,-71.28,33900,-999,
4214945,58.03,-73.25,3860,207,
4214950,58.1547,-65.8436,35200,104,
4215010,49.46611,-120.97667,256,1020,
4215011,49.4575,-120.5181,1760,-999,
4215030,49.77,-120.77,409,870,
4215040,49.209167,-119.98972,1050,-999,
4215050,49.377499,-120.15167,5590,520,
4215051,49.4597,-120.5019,1850,-999,
4215070,50.212223,-119.53861,112,630,
4215090,49.249443,-119.32111,117,560,
4215100,48.930832,-119.41917,8280,-999,
4215101,49.1147,-119.5639,7590,-999,
4215102,49.3406,-119.5778,6860,-999,
4215103,49.4956,-119.6153,6090,-999,
4215110,49.86,-119.38,74,930,
4215120,49.8789,-119.4131,811,-999,
4215125,49.0442,-118.4386,2050,-999,
4215130,49.564445,-119.05222,144,880,
4215150,49.907501,-118.12528,201,590,
4215160,50.2775,-117.7481,337,-999,
4215165,50.7358,-117.7289,99.5,-999,
4215180,48.984444,-118.21528,9840,-999,
4215181,49.23,-118.9275,2150,-999,
4215185,49.17,-118.9744,1870,-999,
4215200,49.177776,-117.71639,88100,410,
4215210,49.000832,-117.62778,155000,400,
4215220,48.99889,-117.3525,65300,-999,
4215230,49.046944,-117.29361,1230,610,
4215250,49.697498,-117.45,178,620,
4215260,49.460556,-117.56445,3320,-999,
4215270,49.907501,-116.95194,453,540,
4215300,48.997223,-116.56805,251,540,
4215320,48.904999,-116.40195,34700,530,
4215330,49.5014,-117.2597,9,-999,
4215335,49.5956,-117.245,52.9,-999,
4215340,48.999443,-116.17861,1620,800,
4215350,50.0814,-116.7847,461,-999,
4215400,50.773613,-117.67667,1020,450,
4215425,50.29,-116.95,2160,-999,
4215426,50.2322,-116.955,4070,-999,
4215430,50.263054,-116.96722,1620,-999,
4215440,50.158333,-116.57528,118,1260,
4215450,49.741665,-116.45,206,1140,
4215460,49.608055,-116.16861,1480,-999,
4215610,52.728054,-119.40833,298,960,
4215650,51.676945,-117.71667,427,770,
4215660,51.483334,-117.17917,9710,770,
4215670,51.298332,-116.94444,1850,790,
4215675,50.57,-115.98,21.2,1090,
4215680,50.323612,-115.8625,891,-999,
4215690,49.9,-115.77,637,800,
4215700,49.910557,-115.73556,7120,-999,
4215705,49.42,-115.42,13600,-999,
4215706,49.6119,-115.6344,11400,-999,
4215710,49.51,-115.0714,3110,-999,
4215750,50.886112,-116.04305,420,1200,
4215800,49.843334,-114.86,84,1260,
4215900,49.000557,-114.47639,1110,-999,
4220100,48.9694,-106.8389,839,777,
4220200,49,-107.3017,5510,-999,
4220201,49.4103,-108.0125,3080,-999,
4220210,49.3072,-107.7033,494,-999,
4220300,48.9903,-105.6961,928,-999,
4220310,48.9994,-105.4089,1400,-999,
4220400,49.0019,-109.4217,2580,-999,
4220401,49.1644,-109.4644,2210,-999,
4220402,49.2867,-109.5228,1850,-999,
4220410,49.0047,-109.23,174,-999,
4220420,49.0053,-109.7172,2140,-999,
4220421,49.2028,-109.9847,908,-999,
4220430,49.1003,-109.8172,716,-999,
4220431,49.2283,-109.8158,655,-999,
4220432,49.4247,-110.0525,305,-999,
4220500,48.9842,-110.4694,6490,-999,
4220501,49.1436,-112.0789,2720,-999,
4220502,49.0075,-112.545,1050,-999,
4220510,49.1108,-111.7586,356,-999,
4231200,47.258056,-68.595833,14700,-999,
4231250,47.206389,-68.955556,1350,-999,
4231590,45.943333,-67.320278,234,-999,
4231600,45.966667,-67.241667,38900,17,
4231601,46.47,-67.5897,34200,-999,
4231602,47.038889,-67.739722,21900,-999,
4231610,47.5483,-68.6364,2690,-999,
4231620,46.7917,-67.6833,4330,-999,
4231621,47.172778,-67.210556,2230,-999,
4231630,45.962223,-66.830833,39900,6,
4231650,46.125832,-66.611111,1450,24,
4231680,45.673611,-66.682778,557,25,
4231800,46.072222,-65.366389,668,72,
4232010,48.012222,-89.616112,1550,350,
4232030,48.382221,-89.307777,187,-999,
4232300,48.926109,-87.690834,616,395,
4232600,48.9036,-88.3772,2980,-999,
4232700,48.7739,-86.2969,4270,-999,
4232750,48.6553,-85.7422,4170,-999,
4232800,47.9014,-84.7097,5130,-999,
4232890,47.2139,-84.6194,2880,-999,
4232900,46.860279,-83.971664,1160,290,
4234010,46.509445,-84.361664,210000,180,
4234100,46.213055,-82.509163,1350,185,
4234300,44.8569,-79.5417,5820,-999,
4234400,46.0683,-80.6011,13900,-999,
4234500,46.262222,-79.395279,70.4,200,
4234550,45.669445,-79.378609,321,315,
4234600,44.712776,-79.28167,1520,-999,
4234650,44.249722,-79.82222,1180,-999,
4234670,44.522499,-80.930832,181,-999,
4234680,44.669445,-81.252777,927,-999,
4234700,44.45639,-81.326668,3960,195,
4234701,44.1203,-81.1153,2150,-999,
4234720,44.113056,-81.019997,163,-999,
4234850,43.550835,-81.589447,466,230,
4234900,43.072224,-81.659721,865,-999,
4235100,43.1322,-80.2669,5210,-999,
4235101,43.3528,-80.3169,3520,-999,
4235190,42.830002,-81.852501,730,-999,
4235191,42.65,-82.0089,1160,-999,
4235200,42.959721,-81.628334,172,225,
4235300,42.545,-81.9678,4300,-999,
4235301,42.9631,-81.3319,3110,-999,
4235400,42.861111,-80.719444,342,205,
4235490,43.377499,-80.711388,552,-999,
4235500,43.190556,-80.45472,1030,245,
4236010,43.156944,-79.047226,686000,76,
4236050,43.133888,-79.383331,293,-999,
4236100,43.498611,-79.777779,199,165,
4236300,43.789444,-79.584999,197,-999,
4236500,43.929722,-78.618332,82.6,95,
4236600,44.3706,-77.7783,9090,-999,
4236700,44.2539,-77.4194,2620,-999,
4243040,48.4056,-78.3642,984,-999,
4243050,46.377777,-78.723335,47900,180,
4243055,46.331665,-78.348335,575,195,
4243070,45.4969,-76.5639,2380,-999,
4243080,47.0836,-75.7536,6840,-999,
4243100,45.474998,-76.239166,89600,70,
4243101,45.57,-74.3928,143000,-999,
4243140,45.8275,-75.0717,1300,-999,
4243141,45.791668,-75.091393,1330,-999,
4243150,45.005833,-74.79528,774000,47,
4243151,45.415,-73.6236,-999,-999,
4243160,45.155277,-74.638336,404,55,
4243200,46.374722,-74.503334,39.9,372,
4243210,46.010277,-73.427498,1340,53,
4243215,45.7364,-74.6897,5460,-999,
4243220,45.174999,-73.845001,686,37,
4243230,45.5417,-73.8731,146000,-999,
4243240,45.3983,-73.2589,22000,-999,
4243250,45.953609,-72.859444,342,12,
4243270,45.8617,-72.4531,9610,-999,
4243275,45.8767,-72.5111,280,-999,
4243280,45.467224,-71.655281,642,198,
4243290,45.580555,-71.386665,746,274,
4243300,46.615833,-72.679443,42000,99,
4243301,48.3361,-74.0586,9480,-999,
4243310,47.767223,-72.736664,1570,183,
4243315,46.3689,-71.6225,1410,-999,
4243320,46.659168,-71.288612,709,-999,
4243330,46.852779,-71.877502,1550,129,
4243340,46.30611,-71.451385,622,180,
4243360,46.5878,-71.2164,5820,-999,
4244350,47.272499,-71.160835,3.5,732,
4244370,46.820557,-70.756943,821,84,
4244400,53.2278,-66.2067,8310,518,
4244410,48.754166,-71.839996,26900,149,
4244420,48.814167,-72.047775,1090,104,
4244430,48.577221,-71.635277,73000,100,
4244440,48.186111,-70.050552,736,43,
4244450,54.623611,-60.977222,8930,-999,
4244460,54.131668,-61.429165,4480,140,
4244500,53.247776,-60.789165,92500,16,
4244501,53.5361,-63.9642,69200,-999,
4244510,48.661667,-69.166946,2010,65,
4244520,48.413334,-68.556114,1590,24,
4244550,52.649166,-56.871387,2310,150,
4244580,49.558334,-68.720833,17900,231,
4244600,49.155,-68.4044,18900,58,
4244605,49.334999,-68.347504,45600,61,
4244610,52.228333,-61.322498,4540,300,
4244620,49.2014,-68.3389,45800,37,
4244630,51.1417,-61.6111,11600,-999,
4244635,50.427223,-61.713612,15600,43,
4244640,50.19,-61.59,16000,-999,
4244650,50.38361,-59.990833,2950,76,
4244655,51.843613,-60.124722,12100,275,
4244660,50.8686,-59.5992,19100,50,
4244710,51.138332,-56.792221,306,8,
4244720,50.607498,-57.151112,624,15,
4244730,49.240555,-57.362499,2110,-999,
4244740,49.511944,-56.112499,974,-999,
4244750,48.622223,-57.933334,470,150,
4244760,48.930557,-55.66861,4400,-999,
4244770,49.015278,-54.853611,4400,15,
4244780,47.746666,-55.441666,1170,15,
4244785,47.21389,-55.329166,205,-999,
4244788,47.946945,-54.285557,764,-999,
4244790,46.852222,-53.303055,54,120,
4244792,47.634998,-52.837223,3.9,-999,
4244795,47.224724,-53.568333,285,-999,
4244800,49.801388,-63.573055,179,49,
4244810,48.979722,-64.698611,645,18,
4244820,48.834167,-64.625,1010,-999,
4244830,48.157222,-66.349444,1140,15,
4244840,47.832222,-66.886944,2270,-999,
4244850,47.666944,-67.483056,3160,122,
4244860,47.655834,-65.693611,363,-999,
4244870,46.935833,-65.907222,1340,-999,
4244880,46.735833,-65.825556,5050,34,
4244890,50.350277,-66.190277,19000,17,
4244900,46.345833,-63.633333,114,8,
4244910,46.223331,-61.136665,357,-999,
4244915,46.369446,-60.976665,368,-999,
4244920,45.73,-60.603333,120,-999,
4244930,45.678333,-63.559723,298,29,
4244940,50.685833,-64.580833,7230,210,
4244945,50.3775,-64.4258,7590,91,
4244950,45.398335,-63.123055,287,67,
4244960,45.173332,-61.981667,1350,-999,
4244970,44.851665,-63.665001,96.9,-999,
4244975,44.685001,-63.871666,26.9,-999,
4244980,44.564445,-64.351669,370,38,
4244985,44.446667,-64.591667,1250,-999,
4244990,44.5667,-65.6333,193,-999,
4244995,43.838333,-65.370003,495,-999,
4245010,56.351387,-130.69167,1480,140,
4245100,55.263889,-129.08611,19200,65,
4245210,54.363056,-129.31139,370,20,
4245250,54.630554,-128.43195,42200,100,
4245280,54.602779,-127.495,368,720,
4245295,55.32,-126.63,6480,-999,
4245300,53.613888,-132.20972,477,-999,
4245500,52.422222,-126.15722,3730,-999,
4245550,51.679165,-127.17917,3940,-999,
4245650,50.984722,-124.91695,5720,-999,
4245820,50.436943,-126.57417,360,60,
4245840,49.708889,-126.09778,185,30,
4245860,49.35,-124.48,237,20,
4245880,48.576111,-124.31111,580,20,
4245890,48.727501,-123.66972,209,30,
4245900,49.47,-123.7,65,140,
4245920,55.71611,-127.68472,12400,-999,
4245950,49.794445,-123.2,2330,-999,
4247100,45.136667,-67.318056,3550,-999,
4247101,45.568889,-67.429722,1080,-999,
4247110,45.664167,-67.733333,357,-999,
4247500,45.209722,-67.2625,115,12,
4247700,45.169722,-66.468056,239,-999,
4280900,20.26,-74.83,326,286,
4280950,20.38,-74.68,753,562,
4281050,22.23,-84.08,502,6,
4281100,22.66,-83.4,157,71,
4281150,22.73,-83.05,100,269,
4281500,22.35,-80.53,848,52,
4281600,22.12,-79.4,848,56,
4281800,20.58,-76.92,-999,-999,
4281810,20.77,-76.63,175,110,
4281900,19.67,-75.22,-999,-999,
4351110,28.6644,-106.06666,1146,1524,
4351130,27.9861,-105.7556,9405,1433,
4351150,27.1417,-104.9153,7395,229,
4351200,29.57,-104.45,71964,850,
4351410,27.8417,-101.1125,12825,411,
4351420,27.425,-100.9833,23086,454,
4351710,25.1792,-99.83333,1691,424,
4351900,25.9,-97.52,450902,12,
4352100,32.72,-114.72,631960,30,
4353300,28.93,-109.63,57908,480,
4355050,22.4833,-105.325,5092,31,
4355080,21.9667,-105.15,25800,54,
4355100,21.825,-105.1153,128943,39,
4355110,22.5681,-104.0369,5796,823,
4355200,20.9083,-105.1083,9329,70,
4355280,18.9417,-103.925,9744,38,
4355300,25.9542,-109.0458,34247,20,
4355310,27.0167,-108.4167,6439,366,
4355320,18.8,-103.6083,6835,25,
4355340,25.9,-107.9861,8179,120,
4355350,26.1708,-107.6958,5281,326,
4355400,24.925,-107.3819,11409,88,
4355410,25.3333,-107.5292,1018,230,
4355450,24.9333,-106.9583,2241,396,
4355500,24.4847,-106.9472,8919,18,
4355510,18.1606,-100.8792,1391,610,
4355600,16.9292,-99.6083,7067,134,
4355650,16.7042,-98.2667,2514,110,
4355700,23.9556,-106.5708,6166,100,
4355750,16.275,-97.5917,17617,50,
4355800,16.425,-95.3292,9364,60,
4355810,16.6,-94.766667,13164,137,
4355950,22.9833,-105.825,4653,30,
4357110,29.7333,-107.083,4154,1737,
4358050,19.3617,-96.36,2234,80,
4358110,24.1125,-99.1325,3250,196,
