grdc_no,lat,long,area,altitude,
4358120,23.9417,-98.9481,1329,147,
4358202,17.9792,-93.275,-999,20,
4358210,18.04,-96.54,-999,-999,
4358220,18.17,-96.08,21419,22,
4358300,21.9833,-98.566667,61063,80,
4358320,17.88,-95.13,5842,87,
4358500,17.4381,-94.866667,9224,20,
4358510,21.166667,-98.2665,1269,91,
4358520,21.0335,-98.1332,1493,137,
4358530,25.25,-105.45,6842,2195,
4358540,26.0833,-105.5633,4911,1707,
4358550,20.9317,-97.66,4341,20,
4358600,20.5467,-97.4583,1600,50,
4358700,19.8683,-97.3017,7172,32,
4358800,20.0617,-97.0283,1467,153,
4361100,18.18,-91.07,9628,42,
4362110,16.7,-93.55,2551,474,
4362120,16.95,-93.766666,1958,288,
4362130,17.2833,-93.5292,200,98,
4362140,17.425,-93.3833,410,74,
4362201,17.9583,-93.1833,37702,18,
4362600,17.4333,-91.4833,47697,60,
4363500,14.6833,-92.1333,1139,90,
4382100,19.77,-71.55,6718,11,
4382200,18.68,-71.07,1709,300,
4382300,18.02,-71.2,116,422,
4382700,19.15,-69.82,5115,8,
4383050,19.1,-71.68,1029,253,
4456500,14.48,-90.89,328,1350,
4462100,15.33,-90.67,5509,-999,
4462300,16.07,-90.43,10910,131,
4462500,16.52,-90.48,11875,-999,
4462700,17.26,-90.75,10820,60,
4463100,14.91,-92.16,394,360,
4466800,15.47,-88.77,12998,-999,
4568100,14.44,-87.97,836,-999,
4568150,14.74,-87.64,2639,-999,
4568200,14.67,-87.32,1573,-999,
4568710,14.59,-86.29,2240,-999,
4568720,14.68,-86.25,460,-999,
4584100,18.392203,-77.965922,221,85,
4584200,18.0758,-77.7568,640,8,
4584210,18.468628,-77.656108,446,15,
4584280,17.880469,-77.346442,685,8,
4584290,18.003664,-77.382692,288,107,
4584300,17.814522,-77.269008,513,-999,
4584400,18.106403,-77.257147,216,168,
4584450,18.110936,-77.296589,112,183,
4584500,18.084508,-77.236672,231,-999,
4584700,18.042775,-76.978367,518,43,
4584800,18.13825,-76.459889,215,31,
4584900,17.9439,-76.2688,140,8,
4589500,16.2,-61.65,54.3,90,
4657700,13.28,-88.42,2238,7,
4657750,13.3,-88.28,1900,20,
4664200,14.07,-89.13,6413,-999,
4664800,13.43,-88.7,18176,5,
4665100,13.85,-90.08,1991,30,
4769200,13.5,-85.95,5510.8,-999,
4769250,13.54,-85.83,6843.5,292,
4771050,12.93,-86.83,1035.7,-999,
4771210,12.07,-86.53,206,16,
4771800,11.38,-85.95,249,10,
4772040,12.73,-86.12,728,425,
4772050,12.83,-86.07,426,-999,
4772140,13.06,-85.74,300,320,
4772150,13.1,-85.52,1649,220,
4772210,12.78,-85.12,6500,120,
4772250,12.9,-84.9,7125,-999,
4772300,13.05,-84.72,14646,-999,
4772610,12.07,-84.53,1613,30,
4773050,12.95,-86.1,855,-999,
4773100,12.77,-86.22,1197,-999,
4773800,11.02,-84.42,28600,26,
4789700,14.7,-61.03,13,171,
4873100,10.67,-84.82,254,44,
4873210,10.45,-84.52,293,65,
4873230,10.53,-84.53,552,124,
4873250,10.55,-84.48,2040,54,
4873280,10.67,-84.22,2999,22,
4873310,10.5,-84.22,191,98,
4873410,10.25,-84.17,73,752,
4873450,10.47,-84,821,22,
4874050,10.55,-85.58,955,13,
4874080,10.67,-85.48,128,77,
4874100,10.47,-85.15,288,20,
4874120,10.43,-85.02,129,196,
4874150,10.15,-84.92,104,98,
4874180,10.03,-84.58,203,240,
4874190,10.05,-84.65,195,285,
4874200,9.9,-84.47,1745,101,
4874210,9.93,-84.38,1638,267,
4874220,9.92,-84.32,829,407,
4874230,10,-84.3,202,598,
4874250,9.97,-84.17,302,850,
4874310,9.67,-84.3,661,94,
4874330,9.65,-84.28,422,109,
4874410,9.43,-84.03,210,170,
4874430,9.43,-84.03,535,35,
4874450,9.53,-83.85,128,1440,
4874710,9.23,-83.6,836,475,
4874730,8.97,-83.47,4767,13,
4874750,9.08,-83.27,2401,137,
4874770,9,-83.2,1131,98,
4875110,9.8,-83.88,273,1049,
4875111,9.8,-83.85,274,1029,
4875120,9.77,-83.83,371,1077,
4875125,9.79,-83.72,137,692,
4875130,9.82,-83.68,227,619,
4875140,9.87,-83.65,1337,532,
4875160,10.02,-83.6,1673,247,
4875210,9.82,-83.5,367,582,
4875250,10.07,-83.5,652,69,
4875310,10.05,-83.37,212,30,
4875330,9.93,-83.35,821,140,
4875510,9.88,-83.17,91.4,157,
4875710,9.73,-82.95,635,15,
4876500,9.55,-82.88,2121,35,
4876800,9.5,-82.6,2706,2,
4977010,8.5333,-82.8333,788,85,
4977060,8.4167,-82.35,1337,10,
4977150,8.0666,-81.6333,1149,15,
4977220,8.2,-81.25,745,40,
4977310,8.2166,-80.9666,1370,55,
4977350,7.86666,-80.5333,1000,25,
4977410,8.4333,-80.5,471,15,
4977710,9.21,-78.92,-999,-999,
4977750,8.966667,-78.28333,726,80,
4977800,8.4,-77.8333,2762,30,
4977810,8.05,-77.5666,2242,50,
4978650,9.27,-79.52,414,112,
4997050,9.28333,-82.5333,1680,47,
5101020,-12.6578,143.05,1313,40.409,
5101040,-14.1675,143.394,470,47,
5101050,-15.2238,143.848,984,70.72,
5101060,-14.758583,144.856167,323,14.99,
5101070,-15.2812,144.8387,2306,61.48,
5101071,-14.9168,144.211,12930,19.51,
5101075,-15.771166,145.01375,296.8,129.12,
5101080,-16.17875,145.281861,907.3,15.42,
5101090,-15.9852,145.287,263,162,
5101100,-16.7998,145.612,1945,345,
5101101,-16.8192,145.6386,1970,314.42,
5101109,-17.1832,145.7248,358.2,30.58,
5101110,-17.13,145.76,522.8,11.82,
5101111,-17.096111,145.788611,552,7.02,
5101112,-17.71520831,145.9052083,77.8,30.65,
5101113,-17.564487,145.908013,16.2,65.03,
5101115,-17.415833,145.920556,224,5.14,
5101116,-17.386,145.967,315,10,
5101117,-17.5314,145.972,936,3.47,
5101118,-17.61,145.978,400,4.392,
5101119,-17.5456,145.933,925,9.04,
5101120,-17.73961111,145.62875,95.5,146.08,
5101121,-17.60505,145.47745,90.1,890.35,
5101123,-17.73625,145.437374,127.4,662.08,
5101124,-17.65125,145.3410684,309.3,638.75,
5101125,-17.6266,145.29875,587.6,635.17,
5101130,-17.9921,145.942,1450,0.1,
5101161,-18.6361,146.142,8581,1.61,
5101162,-18.6327,146.143,8585,1.61,
5101163,-18.49125,145.922213,7487,15.8,
5101164,-18.1069,145.8054,155.8,22.09,
5101165,-18.2044,145.5369,223.7,540.27,
5101170,-19.2377,146.6329,255.2,6.3,
5101180,-19.39,146.96,68.5,1.53,
5101181,-21.45,147.71,1917,249.24,
5101182,-21.53,146.86,35326,171.51,
5101183,-19.3719,146.3589,194.2,343.94,
5101185,-19.185,146.5461,89.9,8.84,
5101190,-19.7751,146.959,1133,57,
5101191,-19.63,147.11,1807,8.88,
5101200,-19.7586,147.244,129900,9.4,
5101201,-19.6421,147.397,129939,2.61,
5101202,-19.7969,147.233,129712,11.6,
5101203,-20.142778,147.5625,1031,19.01,
5101204,-19.94,147.84,279.6,5.98,
5101205,-20.9176,148.325,1103,220,
5101206,-20.15,148.15,1016,27.35,
5101207,-20.300381,148.547119,45.6,23.27,
5101208,-22.505386,147.098897,2583,23.16,
5101209,-20.9075,148.7586,120.5,16.42,
5101250,-21.1425,149.051667,1434,5.89,
5101251,-21.15,149.05,1370,7.57,
5101253,-21.1771,148.831,1211,34.267,
5101260,-21.3228,148.8351,506.8,57.7,
5101285,-25.64,149.79,15851,180.82,
5101286,-21.7696,148.7869,759.8,167.41,
5101287,-22.1742,148.3811,4139,169.3,
5101288,-22.0383,149.1286,1281,138.7,
5101289,-21.915676,149.39875,86.3,12.63,
5101290,-22.835,150.6653,241.3,5.07,
5101291,-23.8191,150.8206,391.6,21.46,
5101300,-23.147497,150.367505,136398,1.32,
5101301,-23.089,150.107,135757,8.869,
5101303,-24.3386,149.584,2473,127,
5101305,-25.7447,149.3299,6026,216.07,
5101307,-23.4983,148.8811,776,143.99,
5101308,-24.8419,148.694,3027,247,
5101310,-26.0572,153.0426,57.8,4.67,
5101320,-23.99,151.1,1288,2.44,
5101360,-26.425726,152.038282,1430,299.6,
5101365,-25.9382,151.02,1233,260.64,
5101380,-26.323911,152.702412,2105,47.24,
5101381,-25.9533,152.496,4755,16.87,
5101385,-26.006981,152.410432,655,42.37,
5101390,-25.7683,152.527,6845,4.09,
5101395,-26.07875,152.7838197,101.8,60.36,
5101396,-26.8061,152.2711,1999,115.32,
5101397,-26.99638563,152.40875,3876,82.42,
5101400,-26.83875,152.8403,101.7,126.42,
5101405,-26.66,153.02,55.5,0.65,
5101410,-24.7533,151.5872,550.3,104.9,
5101411,-24.97,151.89,543.4,43.78,
5101412,-25.2731,151.5173,218.3,163.98,
5101413,-26.301221,152.043779,646.6,299.18,
5101414,-26.73635469,151.8136453,312.9,371.47,
5101415,-25.902786,151.84375,1399,157.38,
5101416,-26.1816,151.5461,1545,285.7,
5101420,-27.3464,152.924,156,17.59,
5101430,-27.6,152.69,628.1,16.46,
5101440,-27.99625,153.15875,102.3,71.81,
5101450,-28.0708,152.927,1262,44.02,
5101451,-28.05297,153.04547,165.9,79.93,
5101452,-27.91,153.11,544.6,28.2,
5101453,-28.0256055,153.1931055,96.6,76.72,
5101455,-28.24625,152.89125,129,93,
5101456,-28.147989,152.57125,85.1,161.39,
5101457,-28.219112,152.608388,82.4,221.18,
5101460,-28.149219,153.40375,55.8,7.3,
5101465,-28.17875,153.423012,29,8.04,
5101470,-25.1362,151.982,32455,16.427,
5101471,-25.0866455,152.2408545,453.2,37.02,
5101472,-25.2662455,152.3687455,449.3,11.76,
5101480,-28.1247,153.189,6.6,504,
5101486,-26.63,152.7,486,93.99,
5101487,-25.82,152.72,784.3,17.87,
5101500,-27.4397,152.669,10170,18.481,
5101502,-27.4711,152.592,10055,23.67,
5101503,-27.4675,152.599,10056,21.83,
5101505,-27.82773252,152.51125,126.5,75.06,
5101506,-27.7314,152.3633,167.3,132.62,
5104160,-28.49,151.28,685,329,
5104220,-26.70904167,150.1790417,2882,283.26,
5104223,-26.8474,149.472,1475,290,
5104225,-27.305552,149.887782,340,282,
5104228,-28.0321,151.5853,394.8,412.57,
5104230,-25.7928,146.586,8070,365,
5104240,-26.791111,145.338889,1890,240,
5104245,-28.689072,144.785928,22885,137.06,
5104300,-28.1643325,152.2831675,82.6,535.9,
5104310,-28.2289,152.227,153.1,511,
5104320,-28.35375,152.333067,31.6,552,
5104330,-28.371363,152.141363,328.4,468.84,
5104340,-28.03625,152.014256,255.5,471.25,
5104350,-27.92625,151.8624333,648.1,421.79,
5109110,-18.6419,139.252,12690,69,
5109120,-18.218583,138.364139,670,20.74,
5109130,-20.341389,139.5175,305,26.98,
5109150,-20.7105,144.527,1958,398,
5109151,-18.1617,140.858,106300,2.097,
5109152,-20.2013,140.2233,658.8,165.47,
5109160,-19.543611,143.2625,285,14.93,
5109161,-17.86,141.129,39360,4.36,
5109170,-18.2025,142.876,10987,168,
5109175,-18.13375,144.3064833,528.1,431.99,
5109200,-15.9509,142.377,45872,19.71,
5109201,-15.9424,142.374,45000,19.71,
5109203,-16.4720135,144.2904865,7734,174.75,
5109204,-16.54485,143.78485,8638,115.29,
5109205,-16.1072295,144.7777705,533.4,402.57,
5109206,-16.6788,145.2267,368.4,350.51,
5109210,-18.233,139.879,23660,9.819,
5109220,-16.5315,142.06,6789,22.405,
5109230,-11.1489,142.353,2421,4.355,
5109240,-13.4176,142.921,2928,128.757,
5109250,-13.1,142.94,725,15.33,
5109251,-12.45375,142.6377,3290,23.62,
5109260,-11.83125,142.42,333.3,25.01,
5109270,-13.9551,143.175,170,187,
5110010,-19.924722,138.113333,2875,27.11,
5110020,-24.43,145.46,5792,274.07,
5110030,-23.216,144.081,2700,196,
5110400,-25.9088,139.3667,119033.6,34,
5135100,-0.015833,101.198056,3431,-999,
5135500,-4.916667,105.283333,240,-999,
5137200,-0.126111,100.212778,436.4,-999,
5137400,-3.0925,102.191944,968.8,-999,
5137600,-5.323611,104.842222,719,-999,
5141050,-6.633333,106.8075,196,-999,
5141100,-7.48,112.2,8650,-999,
5141150,-7.050556,107.756111,176.5,-999,
5141200,-7.1,111.83,12804,-999,
5141201,-7.585,110.860556,3207,-999,
5141250,-7.21,107.897778,452.6,-999,
5141300,-6.921111,109.136111,139.9,-999,
5141350,-7.036389,109.264167,86.9,-999,
5141400,-7.030556,109.761111,34.7,-999,
5141450,-7.005556,110.388056,185.2,-999,
5141500,-6.807777,111.378889,40.3,-999,
5141750,-8.166667,113.166667,182.2,-999,
5142550,-7.368611,110.216111,571.8,-999,
5142600,-8.413611,114.093333,372.4,-999,
5142650,-8.135,111.142778,249,-999,
5142700,-7.390278,109.691944,704,-999,
5148150,0.522222,121.866389,150,-999,
5148200,1.171944,124.411944,75,-999,
5148250,1.483333,124.483333,421.4,-999,
5148800,-4.3,120,2846,-999,
5148850,-5.233333,120.183333,398,-999,
5171100,22.1357,-159.5578,26.4,292.61,
5171200,22.0688,-159.4153,16.2,152.4,
5171300,21.6357,-158.0548,32,6.1,
5171400,21.3382,-157.8739,13.4,21.34,
5171500,21.1554,-156.7619,12,64.01,
5171600,19.72,-155.27,112,1073,
5172100,-18.19,178.1,963,6,
5172200,-17.81,178.28,790,25,
5201010,-28.3553,153.292,214.1,13.29,
5201020,-28.4135,153.335,275,52.3,
5202012,-28.468,152.1978,376.7,469.81,
5202015,-28.5065,152.9658,712.2,61.44,
5202030,-28.864,153.055,1790,5.02,
5202033,-28.7381,153.163,177.7,13.2,
5202036,-28.7556,153.395,223,7.46,
5202037,-28.7211,152.4174,3111,168.88,
5202038,-29.0573,152.3849,1723,211.85,
5202039,-29.1116,152.9984,392.2,22.1,
5202040,-29.9781,152.726,1660,196.9,
5202041,-30.2544,153.0323,135.8,98.86,
5202042,-30.07,152.98,430.6,53.1,
5202043,-28.89,152.56,4538,112.3,
5202044,-29.51,152.68,16953,9.99,
5202045,-30.2773,152.6561,104,638,
5202046,-28.9341,152.2171,236.5,566.02,
5202047,-30.0938,152.6282,63.3,581.98,
5202048,-30.3073,152.7135,76,628.13,
5202049,-29.7242,152.8092,1807,1.86,
5202050,-30.7387,152.7744,319,24.8,
5202051,-29.4864,152.4456,109.7,72.03,
5202055,-30.6405,152.856,431,25.2,
5202056,-29.6947,152.1049,888.6,387.24,
5202057,-29.7613,152.214,398.8,319,
5202060,-31.1878,151.8291,265.2,1033.75,
5202061,-30.2603,152.0083,208.6,1127.11,
5202062,-30.47635697,152.028857,377.4,908.46,
5202063,-31.05125,151.76625,851.9,995.32,
5202064,-30.681,151.7133,647.6,955.92,
5202065,-30.5885,152.163,163,829.4,
5202067,-30.4268,152.78,433,45.7,
5202070,-30.0076,152.712,9980,11.851,
5202072,-31.3714,152.2442,351.7,149.96,
5202073,-31.3326,152.7404,508,10.38,
5202074,-31.481,152.4478,497.8,63.47,
5202075,-31.4241,152.4697,1583,44.95,
5202080,-31.92,152.31,6642,8.73,
5202081,-31.8981,152.0956,1631,43.62,
5202082,-31.779,152.0746,1894,61.69,
5202083,-31.77,151.9,1821,96.13,
5202084,-31.7889,152.5128,98.1,1.74,
5202085,-31.57995,151.31495,152.1,589.31,
5202086,-31.56,151.34,221.1,837.31,
5202087,-31.6417,151.7342,546.4,194.21,
5202088,-31.51625,151.71625,282.3,529.29,
5202090,-32.2453,151.9778,158.1,73.29,
5202095,-32.48,151.96,974.3,0.99,
5202100,-31.9157,151.215,764,392.28,
5202101,-32.73,151.55,17476,12,
5202102,-32.6606,151.403,17320,25.63,
5202103,-32.5602,151.171,16400,27.63,
5202104,-31.9437,151.2797,105,454.98,
5202105,-32.3444,150.101,3340,221.33,
5202106,-32.3078,151.5117,188.5,111.82,
5202107,-32.31945,151.68805,196.4,85.24,
5202108,-32.1531,151.0474,399.7,207.13,
5202109,-32.42,150.32,4982,148.43,
5202110,-33.2454,151.391,92,10.7,
5202111,-32.35,150.57,6818,113.45,
5202112,-32.2708,150.6349,670.8,135.84,
5202113,-32.0119,150.9965,1069,225.88,
5202114,-33.2724,151.3593,237.6,4.5,
5202115,-33.072,151.47,55,18.9,
5202116,-33.3497,151.3428,82.3,11.86,
5202117,-33.2198,151.2734,180.4,18.95,
5202120,-33.121,150.281,1010,280,
5202130,-33.8773,150.769,88,8,
5202135,-33.7468,150.682,11000,14.14,
5202140,-34.476507,150.53375,67.4,547.7,
5202141,-35.714,150.0342,165.5,179.58,
5202145,-33.94734,150.24375,713,28.34,
5202150,-35.3414,149.737,1382.2,624,
5202151,-34.8394,150.432,4500,49,
5202152,-34.855,150.42,4500,22,
5202153,-34.8217,150.1833,4660,61.7,
5202154,-34.6089,149.5431,92.7,740.12,
5202155,-35.1471,150.0329,165.6,541.57,
5202157,-34.9684,150.6,95.7,54,
5202160,-35.4681,150.23625,859,9.68,
5202180,-36.1975,149.7606,918,64.38,
5202181,-36.13,150,1607,0.56,
5202183,-36.2586,149.6914,120.2,175.6,
5202185,-36.26465,149.51035,90.6,933.49,
5202200,-37.0715,149.659,764,50.3,
5202210,-36.6674,149.6469,313.7,98.25,
5202211,-36.78,149.54,83.1,494.65,
5202212,-36.6,149.8094,151.9,42.49,
5202213,-36.7319,149.6842,200.1,95.28,
5202214,-36.9414,149.8194,105.6,14.97,
5202215,-37.3719,149.7125,477.2,10.8,
5202216,-36.9969,149.0925,610.5,708.62,
5202217,-36.7936,148.4033,156.4,270.27,
5202225,-36.9045,149.035,1127,651,
5202226,-36.59315,149.44185,14.4,819.73,
5202227,-36.95423808,148.3267381,361.4,374.7,
5202228,-36.3328,148.451,207,1222,
5202410,-33.7307,150.243,26,7.66,
5204010,-35.91625,146.975091,290.1,194.31,
5204011,-35.69,146.72,2808,167.1,
5204013,-35.8972,147.6917,395,218.46,
5204015,-36.2792,148.118,601,337,
5204016,-36.28,148.12,601,332,
5204017,-36.04,148.12,50.7,310.32,
5204018,-36.31875,148.0519476,1257,312.43,
5204019,-35.77,147.93,194.3,509.58,
5204020,-35.9266,148.1009,217.3,377.24,
5204100,-34.9319,148.1616,1072,232.28,
5204101,-34.4776,144.301,57700,80,
5204102,-34.7552,146.549,34200,138.04,
5204103,-35.0751,148.107,21100,207.13,
5204104,-35.001,148.574,13100,298.6,
5204105,-36.17,149.09,1890,733.23,
5204106,-34.665,143.492,166000,67,
5204107,-35.539928,149.10125,5158,576,
5204108,-36.1793,149.3485,669.8,733.02,
5204109,-35.1672,148.6855,990,377.85,
5204110,-34.8367,148.9103,1229,475.52,
5204111,-35.0192,148.2457,390.9,236.77,
5204112,-35.1639,147.6543,1653,190.7,
5204120,-34.1128,149.5978,1630,548.86,
5204121,-33.9548,149.3252,2631,426.55,
5204122,-34.1441,148.8101,1552,318.52,
5204123,-34.31125,149.167269,761.9,468.13,
5204125,-33.7981,149.1865,145,5.9,
5204130,-35.574851,149.06625,671.6,609.03,
5204131,-35.42,148.73,432.1,637.61,
5204132,-35.3843,148.9656,224.4,585.79,
5204133,-35.3367,149.31625,508.6,682.26,
5204134,-35.2567,149.5422,61.1,729.06,
5204135,-35.5917,148.82125,130,981.92,
5204136,-35.7053,149.1488,189.8,680.84,
5204140,-35.61375,149.3498186,563.7,786.38,
5204150,-35.32905,148.34845,667.9,294.21,
5204155,-35.33165,148.06915,146.1,351.52,
5204159,-35.35,147.55,145.4,244.11,
5204160,-29.02915,151.72665,552.6,655.26,
5204161,-29.2929,151.9234,538.5,22.86,
5204162,-29.017,151.5986,1592,369.74,
5204167,-29.234,150.7581,383.9,345.2,
5204168,-29.7936,151.1263,751.2,585.87,
5204169,-29.2642,150.8984,2134,413.76,
5204170,-30.6784993,150.7784993,2532,366.06,
5204175,-30.7054,150.8259,362.8,376.53,
5204180,-30.1708,151.065,3990,663.9,
5204181,-29.4261,149.847,12960,19.1,
5204182,-30.4674403,151.3624403,834.6,739.98,
5204183,-29.83,150.35,1955,284.31,
5204184,-29.7992,150.5832,865.2,292.73,
5204185,-29.95,151.25,86,26.82,
5204186,-29.9168215,151.1143215,249.3,754.28,
5204187,-30.2293,151.1857,346,24.08,
5204189,-29.9361,150.5716,126.4,336.58,
5204190,-31.3418,151.143,407,505.7,
5204191,-30.2081,150.4281,204.9,415.04,
5204192,-29.6719,150.0426,872.6,250.2,
5204193,-30.9669,151.3448,840.8,900.08,
5204194,-31.2726,150.9147,456,423.47,
5204195,-31.0614,151.1254,896.6,442.13,
5204196,-31.0396,151.1694,399.9,471.76,
5204210,-32.6808,148.9478,1628,311.8,
5204215,-32.9506,149.4561,119,9.92,
5204216,-33.0819,149.689,884,570.34,
5204217,-32.7072,148.5511,576.2,376.68,
5204218,-33.03,148.95,371.1,520.5,
5204219,-32.1442,148.4549,674,245.89,
5204220,-31.3861,149.2011,130.2,470.98,
5204225,-31.4197,149.3103,1154,419.32,
5204229,-32.0939,149.0598,3187,318.98,
5204243,-29.23875,144.455339,35239,114.85,
5204250,-30.5347,145.115,489300,96,
5204251,-33.7464,142.268,647200,42,
5204252,-32.4353,142.38,575000,59,
5204253,-32.9652,142.056,575318.4,50,
5204255,-30.0879,145.937,386000,11.13,
5204258,-31.4636,145.811,15,7.2,
5204268,-34.1915,141.597,991000,39,
5204300,-33.8695,144.881,55900,107.1,
5204301,-33.4108,147.991,19000,294.2,
5204302,-33.9825,148.936,8290,338,
5204303,-34.3973,149.091,2240,474.1,
5204400,-31.1175,147.569,3565,173.7,
5204401,-32.6332,149.081,13980,325,
5204402,-33.1372,149.43,4580,460.1,
5204450,-29.9472,146.864,297850,13,
5204451,-30.0153,148.061,132200,14.7,
5204452,-29.353,148.689,64800,17.54,
5204460,-29.0296,147.313,82162.1,16.2,
5221100,6.02,101.97,761,36,
5222500,4.82,100.97,7770,45,
5222550,4.94,101.11,188,54,
5222600,4.32,101.15,1700,15,
5222700,4.14,101.14,455,18,
5222800,4.07,101.24,339,27,
5223100,5.77,102.15,11900,26,
5224200,4.02,101.96,1670,76,
5224300,3.07,102.21,904,70,
5224305,2.949,102.09,904,-999,
5224500,3.45,102.43,19000,31,
5224600,4.19,102.14,7320,75,
5225200,2.25,103.59,587,15,
5225300,1.78,103.73,1300,32,
5225500,5.13,103.05,3340,38,
5225600,4.84,103.21,1480,15,
5226050,6.59,100.22,126,22,
5226055,6.5,100.35,126,-999,
5226100,5.52,100.57,4010,15,
5226150,5.8,100.62,1710,30,
5226200,5.22,100.69,629,14,
5226300,3.8,101.36,1090,19,
5226400,2.34,102.26,350,5,
5226500,3.4,101.43,1450,33,
5226600,2.55,102.75,3130,15,
5226700,3.48,101.7,490,31,
5226800,2.85,101.68,1240,7,
5226850,2.5,101.97,523,10,
5226900,1.93,103.17,186,6,
5226950,2.12,103.04,186,-999,
5230050,1.39,110.11,217,17,
5230200,1.04,111.82,1300,26,
5230300,2.01,112.94,34053,-999,
5230400,2.15,113.07,21192,50,
5230500,2.7,113.77,18190,50,
5230600,3.97,114.64,3210,18,
